STATION;SONDE;DateTime;Latitude;Longitude;Course;Speed;Altitude;Description
BIOWL2-11;T1231063;2022-03-12 18:11:58;52.8925;10.3213;140;113;25454;Clb=5.6m/s t=-58.4C h=1.3% p=22.4hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
THATR2-14;T1231063;2022-03-12 18:11:56;52.8929;10.3207;143;106;25444;Clb=5.4m/s p=22.4hPa t=-58.3C h=4.9% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DO6GZ-11;T1231063;2022-03-12 18:11:54;52.8936;10.3199;148;119;25426;Clb=4.6m/s p=22.5hPa t=-58.5C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h36m rdzTTGOsonde
DB1ABI-14;T1231063;2022-03-12 18:11:52;52.8939;10.3196;147;104;25421;Clb=5.8m/s p=22.5hPa t=-58.6C h=5.0% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL6ZAJ-14;T1231063;2022-03-12 18:11:50;52.8943;10.3191;142;104;25408;Clb=6.0m/s p=22.5hPa t=-58.6C h=5.1% 405.70MHz Type=RS41-SGP batt=2.6V Details zu http://radiosondy.info
SWLJO43;T1231063;2022-03-12 18:11:48;52.8947;10.3185;139;104;25397;Clb=5.2m/s t=-58.6C h=1.4% p=22.6hPa 405.700 MHz Type=RS41-SGP Radiosonde
DO9BO-14;T1231063;2022-03-12 18:11:44;52.8956;10.3175;147;102;25376;Clb=4.8m/s p=22.7hPa t=-58.4C h=5.0% 405.70MHz Type=RS41-SGP TxOff=3h36m batt=2.5V Details zu http://radiosondy.info
BIOWL1-11;T1231063;2022-03-12 18:11:42;52.896;10.317;147;102;25363;Clb=6.5m/s p=22.7hPa t=-58.3C h=5.0% 405.70MHz Type=RS41-SGP powerup=1h57m47s rx=405700(+0/5)
DL2LAY-13;T1231063;2022-03-12 18:11:40;52.8964;10.3166;147;104;25351;Clb=5.4m/s p=22.8hPa t=-58.0C 405.70MHz Type=RS41-SGP
THATR2-14;T1231063;2022-03-12 18:11:38;52.8968;10.3161;149;104;25339;Clb=6.0m/s p=22.8hPa t=-58.2C h=4.9% 405.70MHz Type=RS41-SGP batt=2.5V Details zu http://radiosondy.info
DB1ABI-14;T1231063;2022-03-12 18:11:36;52.8973;10.3157;148;104;25329;Clb=4.7m/s p=22.8hPa t=-58.2C h=4.9% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DL6SH-14;T1231063;2022-03-12 18:11:34;52.8977;10.3152;145;104;25317;Clb=6.5m/s p=22.9hPa t=-58.2C h=5.0% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DO6GZ-11;T1231063;2022-03-12 18:11:32;52.8981;10.3147;145;104;25305;Clb=5.7m/s p=23.0hPa t=-58.2C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h36m rdzTTGOsonde
TOMI05-11;T1231063;2022-03-12 18:11:30;52.8985;10.3142;146;115;25293;Clb=5.4m/s p=23.0hPa t=-58.2C h=4.9% 405.70MHz Type=RS41-SGP
DO9BO-14;T1231063;2022-03-12 18:11:28;52.899;10.3137;147;104;25280;Clb=7.1m/s p=23.0hPa t=-58.2C h=4.9% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
OZ1EYZ-14;T1231063;2022-03-12 18:11:24;52.8998;10.3129;152;106;25257;Clb=6.7m/s p=23.1hPa t=-58.1C h=4.9% 405.70MHz Type=RS41-SGP Details on http://radiosondy.info
THATR2-14;T1231063;2022-03-12 18:11:22;52.9003;10.3124;151;106;25245;Clb=5.1m/s p=23.2hPa t=-58.0C h=4.9% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DB1ABI-14;T1231063;2022-03-12 18:11:20;52.9007;10.312;147;106;25233;Clb=5.8m/s p=23.2hPa t=-58.0C h=4.9% 405.70MHz Type=RS41-SGP TxOff=3h36m batt=2.6V Details zu http://radiosondy.info
DO6GZ-11;T1231063;2022-03-12 18:11:18;52.9011;10.3115;146;106;25223;Clb=5.6m/s p=23.3hPa t=-58.0C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h36m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 18:11:14;52.902;10.3105;145;106;25199;Clb=6.9m/s p=23.4hPa t=-58.0C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h36m rdzTTGOsonde
DH3DM-HH;T1231063;2022-03-12 18:11:12;52.9022;10.3103;144;102;25192;Clb=6.6m/s p=23.4hPa t=-58.0C h=1.3% 405.700MHz Type=RS41-SGP TxOff=3h36m rdzTTGOsonde
SO1NDE-11;T1231063;2022-03-12 18:11:10;52.9029;10.3095;146;111;25175;Clb=6.9m/s p=23.4hPa t=-58.0C h=4.8% 405.70MHz Type=RS41-SGP batt=2.5V powerup=1h57m15s sondemod 1.36h
DN4BAS-14;T1231063;2022-03-12 18:11:08;52.9033;10.309;148;107;25163;Clb=4.9m/s p=23.5hPa t=-58.0C h=4.8% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
THATR2-14;T1231063;2022-03-12 18:11:06;52.9038;10.3085;146;111;25151;Clb=6.8m/s p=23.5hPa t=-57.9C h=4.8% 405.70MHz Type=RS41-SGP TxOff=3h36m Details zu http://radiosondy.info
DB1ABI-14;T1231063;2022-03-12 18:11:04;52.9042;10.308;147;111;25140;Clb=5.2m/s p=23.5hPa t=-57.9C h=4.7% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DO6GZ-11;T1231063;2022-03-12 18:11:02;52.9046;10.3075;148;107;25128;Clb=5.7m/s p=23.6hPa t=-57.9C h=1.3% 405.700MHz Type=RS41-SGP rdzTTGOsonde
DL2LAY-13;T1231063;2022-03-12 18:11:00;52.9051;10.307;143;113;25118;Clb=6.1m/s p=23.6hPa t=-57.6C 405.70MHz Type=RS41-SGP batt=2.5V
DL4BBY-11;T1231063;2022-03-12 18:10:58;52.9055;10.3065;139;115;25105;Clb=5.3m/s t=-57.2C 405.70MHz Type=RS41-SGP powerup h:m:s 01:57:03 rx=405700(+0/5)
BIOWL2-11;T1231063;2022-03-12 18:10:56;52.9059;10.3059;139;115;25093;Clb=6.9m/s t=-58.0C h=1.3% p=23.8hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
DO9BO-14;T1231063;2022-03-12 18:10:54;52.9063;10.3052;142;115;25081;Clb=5.0m/s p=23.8hPa t=-58.1C h=4.8% 405.70MHz Type=RS41-SGP batt=2.5V Details zu http://radiosondy.info
DH3DM-HH;T1231063;2022-03-12 18:10:52;52.9066;10.3049;143;120;25076;Clb=5.1m/s p=23.8hPa t=-58.2C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h37m rdzTTGOsonde
dc1sk-15;T1231063;2022-03-12 18:10:50;52.907;10.3043;142;113;25064;Clb=5.9m/s 405.700MHz Type=RS41 rdzTTGOsonde
DB1ABI-14;T1231063;2022-03-12 18:10:48;52.9077;10.3035;146;115;25047;Clb=6.8m/s p=23.9hPa t=-58.4C h=4.9% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
SWLJO43;T1231063;2022-03-12 18:10:46;52.9081;10.303;144;109;25036;Clb=4.4m/s t=-58.4C h=1.4% p=24.0hPa 405.700 MHz Type=RS41-SGP Radiosonde
DN4BAS-14;T1231063;2022-03-12 18:10:42;52.909;10.3018;137;122;25014;Clb=5.1m/s p=24.0hPa t=-58.3C h=4.9% 405.70MHz Type=RS41-SGP TxOff=3h37m Details zu http://radiosondy.info
DL1XH1-11;T1231063;2022-03-12 18:10:40;52.9094;10.3011;138;113;25002;Clb=5.4m/s p=24.0hPa t=-58.3C h=4.9% 405.70MHz Type=RS41-SGP powerup=1h56m45s sondemod 1.36h
DF2TH-14;T1231063;2022-03-12 18:10:38;52.9099;10.3004;138;111;24992;Clb=4.8m/s p=24.1hPa t=-58.3C h=4.9% 405.70MHz Type=RS41-SGP TxOff=3h37m Details zu http://radiosondy.info
DB0BI-1;T1231063;2022-03-12 18:10:36;52.9101;10.3001;138;122;24987;Clb=6.1m/s p=24.2hPa t=-58.3C h=1.4% 405.700MHz Type=RS41 rdzTTGO
GOEST3-11;T1231063;2022-03-12 18:10:34;52.9107;10.2991;141;81;24970;Clb=5.0m/s p=24.2hPa t=-58.2C h=4.9% 405.70MHz Type=RS41-SGP rssi=49.7dB azimuth=115
DF5WG-14;T1231063;2022-03-12 18:10:32;52.9112;10.2986;146;109;24959;Clb=6.4m/s p=24.2hPa t=-58.2C h=4.9% 405.70MHz Type=RS41-SGP batt=2.6V Details zu http://radiosondy.info
DB9JU-14;T1231063;2022-03-12 18:10:30;52.9116;10.2981;146;107;24948;Clb=4.5m/s p=24.3hPa t=-58.2C h=4.9% 405.70MHz Type=RS41-SGP TxOff=3h37m powerup=1h56m35s rx=405700(+1/5)
DC4AT-14;T1231063;2022-03-12 18:10:28;52.912;10.2976;143;104;24937;Clb=5.5m/s p=24.3hPa t=-58.1C h=4.8% 405.70MHz Type=RS41-SGP batt=2.5V Details zu http://radiosondy.info
DO1FJD-14;T1231063;2022-03-12 18:10:26;52.9124;10.2971;141;109;24926;Clb=4.5m/s 405.70MHz Type=RS41 Details zu http://radiosondy.info
DO9BO-14;T1231063;2022-03-12 18:10:22;52.9133;10.2959;141;107;24905;Clb=5.7m/s p=24.4hPa t=-58.3C h=4.9% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
PE1CYU-14;T1231063;2022-03-12 18:10:20;52.9138;10.2953;141;106;24893;Clb=4.5m/s p=24.5hPa t=-58.4C h=5.0% 405.70MHz Type=RS41-SGP batt=2.5V RX in JO32GH (Rijssen,NL)
DH0FAA-14;T1231063;2022-03-12 18:10:18;52.9146;10.2942;147;104;24872;Clb=4.4m/s p=24.5hPa t=-58.4C h=5.0% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DB1ABI-14;T1231063;2022-03-12 18:10:16;52.9146;10.2942;147;102;24872;Clb=4.4m/s p=24.5hPa t=-58.4C h=5.0% 405.70MHz Type=RS41-SGP TxOff=3h37m Details zu http://radiosondy.info
DN4BAS-14;T1231063;2022-03-12 18:10:12;52.9155;10.2932;140;106;24852;Clb=5.1m/s p=24.6hPa t=-58.4C h=5.0% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DH3DM-HH;T1231063;2022-03-12 18:10:10;52.9157;10.2929;140;104;24847;Clb=4.9m/s p=24.7hPa t=-58.4C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h38m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 18:10:08;52.9163;10.2921;144;107;24830;Clb=4.4m/s p=24.8hPa t=-58.4C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h38m rdzTTGOsonde
DB4BIN-14;T1231063;2022-03-12 18:10:06;52.9167;10.2916;145;100;24820;Clb=6.2m/s p=24.8hPa t=-58.3C h=5.0% 405.70MHz Type=RS41-SGP batt=2.5V DB4BIN´s Wettersonden-Empfangsmopped
PE1CYU-14;T1231063;2022-03-12 18:10:04;52.9171;10.2911;144;100;24810;Clb=4.7m/s p=24.8hPa t=-58.3C h=4.9% 405.70MHz Type=RS41-SGP TxOff=3h37m RX in JO32GH (Rijssen,NL)
DO6GZ-11;T1231063;2022-03-12 18:10:02;52.9175;10.2907;145;96;24800;Clb=6.2m/s p=24.9hPa t=-58.3C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h38m rdzTTGOsonde
DB1ABI-14;T1231063;2022-03-12 18:10:00;52.9179;10.2902;143;100;24789;Clb=4.4m/s p=24.9hPa t=-58.2C h=4.9% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DO4CZ-15;T1231063;2022-03-12 18:09:58;52.9181;10.2899;141;102;24785;Clb=4.9m/s p=25.0hPa t=-58.2C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h38m rdzTTGOsonde
DN4BAS-14;T1231063;2022-03-12 18:09:56;52.9186;10.2891;138;106;24769;Clb=4.5m/s p=25.0hPa t=-58.1C h=4.8% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
BIOWL2-11;T1231063;2022-03-12 18:09:54;52.919;10.2885;140;106;24758;Clb=6.3m/s t=-58.2C h=1.3% p=25.1hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
DL1ZP-14;T1231063;2022-03-12 18:09:52;52.9194;10.288;145;106;24748;Clb=4.6m/s t=-58.2C h=1.4% p=25.1hPa 405.701 MHz Type=RS41-SGP ser=T1231063 Radiosonde
DF2TH-14;T1231063;2022-03-12 18:09:50;52.9199;10.2875;148;98;24737;Clb=6.1m/s p=25.1hPa t=-58.3C h=4.9% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
PE1CYU-14;T1231063;2022-03-12 18:09:48;52.9203;10.2871;148;98;24727;Clb=4.4m/s p=25.1hPa t=-58.3C h=4.9% 405.70MHz Type=RS41-SGP RX in JO32GH (Rijssen,NL)
DO6GZ-11;T1231063;2022-03-12 18:09:46;52.9207;10.2867;147;96;24717;Clb=4.9m/s p=25.2hPa t=-58.3C h=1.5% 405.700MHz Type=RS41-SGP TxOff=3h38m rdzTTGOsonde
SWLJO43;T1231063;2022-03-12 18:09:44;52.921;10.2862;139;94;24706;Clb=5.7m/s t=-58.3C h=1.3% p=25.3hPa 405.700 MHz Type=RS41-SGP Radiosonde
DB1ABI-14;T1231063;2022-03-12 18:09:42;52.9214;10.2857;136;96;24695;Clb=4.8m/s p=25.3hPa t=-58.4C h=4.9% 405.70MHz Type=RS41-SGP batt=2.5V Details zu http://radiosondy.info
DL2LAY-13;T1231063;2022-03-12 18:09:40;52.9218;10.2851;138;98;24686;Clb=6.1m/s p=25.3hPa t=-58.2C 405.70MHz Type=RS41-SGP
DO6GZ-11;T1231063;2022-03-12 18:09:36;52.9226;10.2841;149;98;24665;Clb=6.0m/s p=25.4hPa t=-58.6C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h38m rdzTTGOsonde
DO9BO-14;T1231063;2022-03-12 18:09:34;52.923;10.2837;150;94;24654;Clb=5.1m/s p=25.4hPa t=-58.6C h=5.0% 405.70MHz Type=RS41-SGP TxOff=3h38m Details zu http://radiosondy.info
PE1CYU-14;T1231063;2022-03-12 18:09:32;52.9234;10.2833;151;94;24643;Clb=5.8m/s p=25.5hPa t=-58.6C h=5.0% 405.70MHz Type=RS41-SGP batt=2.5V RX in JO32GH (Rijssen,NL)
PE1MIU-13;T1231063;2022-03-12 18:09:30;52.9238;10.2829;148;96;24634;Clb=4.5m/s p=25.5hPa t=-58.6C h=5.0% 405.70MHz Type=RS41-SGP batt=2.5V Details on http://radiosondy.info
DO6GZ-11;T1231063;2022-03-12 18:09:28;52.9241;10.2825;144;89;24623;Clb=5.6m/s p=25.6hPa t=-58.7C h=1.5% 405.700MHz Type=RS41-SGP TxOff=3h39m rdzTTGOsonde
DO4CZ-15;T1231063;2022-03-12 18:09:26;52.9243;10.2822;142;91;24617;Clb=4.6m/s p=25.6hPa t=-58.7C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h39m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 18:09:24;52.9251;10.2812;144;102;24597;Clb=4.6m/s p=25.7hPa t=-58.7C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h39m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 18:09:22;52.9253;10.281;145;100;24592;Clb=5.2m/s p=25.7hPa t=-58.8C h=1.5% 405.700MHz Type=RS41-SGP TxOff=3h39m rdzTTGOsonde
SONDE2-11;T1231063;2022-03-12 18:09:20;52.9257;10.2805;146;100;24581;Clb=4.9m/s p=25.7hPa t=-58.8C h=5.1% 405.70MHz Type=RS41-SGP batt=2.6V powerup=1h55m25s rx=405700(+0/5)
DO6GZ-11;T1231063;2022-03-12 18:09:18;52.9261;10.2801;148;96;24571;Clb=6.0m/s p=25.8hPa t=-58.9C h=1.5% 405.700MHz Type=RS41-SGP TxOff=3h39m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 18:09:16;52.9265;10.2796;147;102;24560;Clb=4.4m/s p=25.9hPa t=-58.9C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h39m rdzTTGOsonde
DH2UAI-14;T1231063;2022-03-12 18:09:14;52.9269;10.2792;144;100;24551;Clb=6.0m/s 405.70MHz Type=RS41 Details zu http://radiosondy.info
DM3MS-14;T1231063;2022-03-12 18:09:12;52.9273;10.2787;141;100;24539;Clb=4.9m/s t=-58.0C 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DB9JU-14;T1231063;2022-03-12 18:09:10;52.9276;10.2782;141;98;24528;Clb=5.9m/s p=25.9hPa t=-58.6C h=5.1% 405.70MHz Type=RS41-SGP TxOff=3h38m batt=2.6V powerup=1h55m15s rx=405700(+0/5)
DH3DM-HH;T1231063;2022-03-12 18:09:08;52.9278;10.2779;142;106;24523;Clb=4.7m/s p=26.0hPa t=-58.7C h=1.5% 405.700MHz Type=RS41-SGP TxOff=3h39m rdzTTGOsonde
DN4BAS-14;T1231063;2022-03-12 18:09:06;52.9284;10.2771;141;98;24509;Clb=5.7m/s p=26.0hPa t=-58.6C h=5.0% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DF2AP-14;T1231063;2022-03-12 18:09:04;52.9288;10.2766;139;94;24499;Clb=4.2m/s p=26.0hPa t=-58.6C h=5.0% 405.70MHz Type=RS41-SGP powerup=1h55m09s
DO6GZ-11;T1231063;2022-03-12 18:09:02;52.9292;10.276;140;100;24488;Clb=5.8m/s p=26.2hPa t=-58.6C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h39m rdzTTGOsonde
DL2LAY-13;T1231063;2022-03-12 18:09:00;52.9296;10.2755;140;96;24479;Clb=4.7m/s p=26.1hPa t=-58.3C 405.70MHz Type=RS41-SGP batt=2.5V
DL1LOL-14;T1231063;2022-03-12 18:08:58;52.9299;10.275;140;94;24468;Clb=5.5m/s p=26.2hPa t=-58.5C h=4.9% 405.70MHz Type=RS41-SGP Details radiosondy.info
DN4BAS-14;T1231063;2022-03-12 18:08:56;52.9303;10.2745;142;96;24459;Clb=4.4m/s p=26.2hPa t=-58.5C h=5.0% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DO6GZ-11;T1231063;2022-03-12 18:08:54;52.9307;10.274;145;98;24448;Clb=4.9m/s p=26.3hPa t=-58.6C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h39m rdzTTGOsonde
DB1ABI-14;T1231063;2022-03-12 18:08:52;52.931;10.2735;143;89;24439;Clb=4.6m/s p=26.3hPa t=-58.5C h=5.0% 405.70MHz Type=RS41-SGP batt=2.5V Details zu http://radiosondy.info
DB9JU-14;T1231063;2022-03-12 18:08:50;52.9314;10.2731;140;87;24428;Clb=5.6m/s p=26.4hPa t=-58.6C h=4.9% 405.70MHz Type=RS41-SGP powerup=1h54m55s rx=405700(+0/5)
DH3DM-HH;T1231063;2022-03-12 18:08:48;52.9316;10.2728;141;87;24423;Clb=4.8m/s p=26.4hPa t=-58.6C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h39m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 18:08:46;52.9321;10.2722;145;89;24408;Clb=5.3m/s p=26.5hPa t=-58.6C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h39m rdzTTGOsonde
DH2UAI-14;T1231063;2022-03-12 18:08:44;52.9324;10.2717;144;83;24398;Clb=5.0m/s 405.70MHz Type=RS41 Details zu http://radiosondy.info
DO6GZ-11;T1231063;2022-03-12 18:08:42;52.9328;10.2713;141;85;24386;Clb=5.3m/s p=26.6hPa t=-58.6C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h39m rdzTTGOsonde
OZ1EYZ-14;T1231063;2022-03-12 18:08:40;52.9331;10.2708;140;81;24376;Clb=5.4m/s p=26.6hPa t=-58.6C h=5.0% 405.70MHz Type=RS41-SGP Details on http://radiosondy.info
DM7RM-14;T1231063;2022-03-12 18:08:38;52.9334;10.2704;142;80;24366;Clb=3.7m/s p=26.6hPa t=-58.5C h=5.0% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info - DM7RM * JN49PM
AA1-11;T1231063;2022-03-12 18:08:36;52.9338;10.2699;141;78;24357;Clb=6.1m/s p=26.6hPa t=-58.5C h=4.9% 405.70MHz Type=RS41-SGP powerup=1h54m41s
DO6GZ-11;T1231063;2022-03-12 18:08:34;52.934;10.2695;138;78;24346;Clb=4.5m/s p=26.7hPa t=-58.6C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h40m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 18:08:32;52.9343;10.2691;139;81;24336;Clb=5.7m/s p=26.8hPa t=-58.6C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h40m rdzTTGOsonde
DL2LAY-13;T1231063;2022-03-12 18:08:30;52.9347;10.2686;141;76;24325;Clb=4.5m/s p=26.8hPa t=-58.3C 405.70MHz Type=RS41-SGP batt=2.6V powerup=1h54m35s sondemod 1.36e
DL4BBY-11;T1231063;2022-03-12 18:08:28;52.935;10.2682;139;78;24316;Clb=5.5m/s t=-57.9C 405.70MHz Type=RS41-SGP powerup h:m:s 01:54:33 rx=405700(+0/5)
DL1XH1-11;T1231063;2022-03-12 18:08:26;52.9352;10.2677;134;78;24305;Clb=5.1m/s p=26.9hPa t=-58.6C h=4.9% 405.70MHz Type=RS41-SGP batt=2.5V powerup=1h54m31s sondemod 1.36h
OZ1EYZ-14;T1231063;2022-03-12 18:08:24;52.9355;10.2673;134;78;24295;Clb=5.1m/s p=26.9hPa t=-58.7C h=4.9% 405.70MHz Type=RS41-SGP batt=2.6V Details on http://radiosondy.info
JO53VA-14;T1231063;2022-03-12 18:08:22;52.9358;10.2669;137;78;24285;Clb=4.5m/s p=27.0hPa t=-58.7C h=5.0% 405.70MHz Type=RS41-SGP batt=2.5V Details zu http://radiosondy.info
SONDE2-11;T1231063;2022-03-12 18:08:20;52.936;10.2665;136;80;24275;Clb=5.8m/s p=27.0hPa t=-58.7C h=5.0% 405.70MHz Type=RS41-SGP powerup=1h54m25s rx=405700(+0/5)
DB0BI-1;T1231063;2022-03-12 18:08:16;52.9364;10.2659;140;76;24260;Clb=4.8m/s p=27.1hPa t=-58.8C h=1.5% 405.700MHz Type=RS41 rdzTTGO
DF2TH-14;T1231063;2022-03-12 18:08:14;52.9369;10.2652;142;80;24245;Clb=4.4m/s p=27.1hPa t=-58.8C h=5.0% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DO6GZ-11;T1231063;2022-03-12 18:08:12;52.9372;10.2648;139;81;24234;Clb=5.5m/s p=27.2hPa t=-58.8C h=1.5% 405.700MHz Type=RS41-SGP TxOff=3h40m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 18:08:10;52.9375;10.2643;137;83;24224;Clb=4.4m/s p=27.3hPa t=-58.8C h=1.5% 405.700MHz Type=RS41-SGP TxOff=3h40m rdzTTGOsonde
DM7RM-14;T1231063;2022-03-12 18:08:08;52.9378;10.2639;138;81;24215;Clb=4.6m/s p=27.2hPa t=-58.8C h=5.0% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info - DM7RM * JN49PM
DH3DM-HH;T1231063;2022-03-12 18:08:06;52.9379;10.2636;138;83;24210;Clb=4.5m/s p=27.3hPa t=-58.8C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h40m rdzTTGOsonde
DB1ABI-14;T1231063;2022-03-12 18:08:04;52.9384;10.2629;137;81;24194;Clb=4.2m/s p=27.4hPa t=-58.8C h=5.1% 405.70MHz Type=RS41-SGP TxOff=3h39m batt=2.5V Details zu http://radiosondy.info
DO6GZ-11;T1231063;2022-03-12 18:08:02;52.9387;10.2625;144;74;24184;Clb=6.2m/s p=27.4hPa t=-58.8C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h40m rdzTTGOsonde
DN4BAS-14;T1231063;2022-03-12 18:08:00;52.939;10.2622;145;80;24174;Clb=4.6m/s p=27.4hPa t=-58.7C h=5.0% 405.70MHz Type=RS41-SGP TxOff=3h39m batt=2.6V Details zu http://radiosondy.info
DF2TH-14;T1231063;2022-03-12 18:07:58;52.9393;10.2618;140;83;24163;Clb=5.0m/s p=27.5hPa t=-58.7C h=5.0% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
PE1CYU-14;T1231063;2022-03-12 18:07:56;52.9396;10.2613;138;83;24154;Clb=4.8m/s p=27.5hPa calibration 90% 405.70MHz Type=RS41-SGP batt=2.5V RX in JO32GH (Rijssen,NL)
OZ1EYZ-14;T1231063;2022-03-12 18:07:54;52.9399;10.2609;140;89;24143;Clb=4.8m/s p=27.6hPa t=-58.7C h=5.0% 405.70MHz Type=RS41-SGP TxOff=3h39m Details on http://radiosondy.info
DO4CZ-15;T1231063;2022-03-12 18:07:52;52.9401;10.2606;139;91;24138;Clb=3.8m/s p=27.6hPa t=-58.7C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h40m rdzTTGOsonde
BIOWL2-11;T1231063;2022-03-12 18:07:50;52.9405;10.2598;131;85;24123;Clb=4.9m/s t=-58.7C h=1.4% p=27.7hPa 405.700 MHz Type=RS41-SGP ser=T1231063 Radiosonde
DB1ABI-14;T1231063;2022-03-12 18:07:48;52.9408;10.2593;135;83;24115;Clb=4.6m/s p=27.7hPa t=-58.6C h=5.1% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
DH3DM-HH;T1231063;2022-03-12 18:07:46;52.941;10.2591;138;81;24109;Clb=6.0m/s p=27.8hPa t=-58.7C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h40m rdzTTGOsonde
DH2UAI-14;T1231063;2022-03-12 18:07:44;52.9414;10.2584;140;81;24094;Clb=4.3m/s 405.70MHz Type=RS41 Details zu http://radiosondy.info
DF2TH-14;T1231063;2022-03-12 18:07:42;52.9417;10.258;134;78;24085;Clb=5.2m/s p=27.8hPa t=-58.5C h=4.9% 405.70MHz Type=RS41-SGP batt=2.6V Details zu http://radiosondy.info
PE1CYU-14;T1231063;2022-03-12 18:07:40;52.942;10.2575;133;76;24075;Clb=5.9m/s p=27.9hPa calibration 90% 405.70MHz Type=RS41-SGP RX in JO32GH (Rijssen,NL)
DO6GZ-11;T1231063;2022-03-12 18:07:38;52.9423;10.257;135;91;24063;Clb=3.8m/s p=28.0hPa t=-58.7C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h40m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 18:07:36;52.9426;10.2564;134;91;24055;Clb=5.7m/s p=28.0hPa t=-58.7C h=1.5% 405.700MHz Type=RS41-SGP TxOff=3h40m rdzTTGOsonde
DO6GZ-11;T1231063;2022-03-12 18:07:34;52.9429;10.2559;134;81;24044;Clb=4.2m/s p=28.0hPa t=-58.7C h=1.4% 405.700MHz Type=RS41-SGP TxOff=3h40m rdzTTGOsonde
DB1ABI-14;T1231063;2022-03-12 18:07:32;52.9432;10.2555;138;74;24035;Clb=6.3m/s p=28.0hPa t=-58.6C h=5.0% 405.70MHz Type=RS41-SGP Details zu http://radiosondy.info
PE1MIU-13;T1231063;2022-03-12 18:07:30;52.9434;10.2551;138;74;24025;Clb=4.3m/s p=28.1hPa t=-58.6C h=5.0% 405.70MHz Type=RS41-SGP Details on http://radiosondy.info
SP3QBA-14;T1231063;2022-03-12 18:07:28;52.9436;10.2547;131;72;24014;Clb=5.6m/s calibration 9% Type=RS41 batt=2.6V Szczegoly na http://radiosondy.info
DH3DM-HH;T1231063;2022-03-12 18:07:26;52.9437;10.2545;129;69;24009;Clb=4.3m/s p=28.2hPa t=-58.6C h=1.5% 405.700MHz Type=RS41-SGP TxOff=3h40m rdzTTGOsonde
